Original Air Date,Title,Instructor,Length,Type
Fri Dec  6 06:37:00 2019,10 min Body Scan Meditation,Ross Rayburn,10.0,Mindfulness
Fri Dec  6 06:22:00 2019,10 min Empathy Meditation,Ross Rayburn,10.0,Emotions
Thu Dec  5 08:49:00 2019,Zen in Ten,Ross Rayburn,10.0,Zen in Ten
Thu Dec  5 07:11:00 2019,5 min Acceptance Meditation,Ross Rayburn,5.0,Emotions
Wed Dec  4 08:52:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Tue Dec  3 08:49:00 2019,Zen in Ten,Anna Greenberg,10.0,Zen in Ten
Mon Dec  2 15:31:00 2019,20 min Relaxing Meditation,Kristin McGee,20.0,Relax & Sleep
Mon Dec  2 08:49:00 2019,Zen in Ten,Anna Greenberg,10.0,Zen in Ten
Mon Dec  2 05:31:00 2019,20 min Courage Meditation,Anna Greenberg,20.0,Emotions
Fri Nov 29 08:49:00 2019,Zen in Ten,Ross Rayburn,10.0,Zen in Ten
Fri Nov 29 08:07:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Wed Nov 27 08:47:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Wed Nov 27 07:58:00 2019,5 min Meditation for Healing,Kristin McGee,5.0,Emotions
Wed Nov 27 06:59:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Wed Nov 27 06:37:00 2019,15 min Sleep Meditation,Aditi Shah,15.0,Relax & Sleep
Wed Nov 27 06:22:00 2019,10 min Energizing Meditation,Aditi Shah,10.0,Emotions
Wed Nov 27 05:31:00 2019,20 min Calming Meditation,Kristin McGee,20.0,Relax & Sleep
Tue Nov 26 16:21:00 2019,30 min Relaxing Meditation,Ross Rayburn,30.0,Relax & Sleep
Tue Nov 26 08:49:00 2019,Zen in Ten,Aditi Shah,10.0,Zen in Ten
Tue Nov 26 08:34:00 2019,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Tue Nov 26 08:25:00 2019,5 min Gratitude Meditation,Aditi Shah,5.0,Emotions
Mon Nov 25 08:49:00 2019,Zen in Ten,Anna Greenberg,10.0,Zen in Ten
Mon Nov 25 08:11:00 2019,20 min Sleep Meditation,Anna Greenberg,20.0,Relax & Sleep
Mon Nov 25 08:02:00 2019,5 min Acceptance Meditation,Anna Greenberg,5.0,Emotions
Mon Nov 25 07:56:00 2019,5 min Basics: My First Meditation,Anna Greenberg,5.0,Meditation Basics
Mon Nov 25 05:31:00 2019,20 min Gratitude Meditation,Aditi Shah,20.0,Emotions
Sun Nov 24 09:18:00 2019,15 min Sleep Meditation,Kristin McGee,15.0,Relax & Sleep
Sun Nov 24 09:11:00 2019,5 min Empathy Meditation,Kristin McGee,5.0,Emotions
Sun Nov 24 08:56:00 2019,10 min Happiness Meditation,Kristin McGee,10.0,Emotions
Fri Nov 22 08:48:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Nov 22 07:08:00 2019,5 min Peace Meditation,Ross Rayburn,5.0,Emotions
Thu Nov 21 08:49:00 2019,Zen in Ten,Ross Rayburn,10.0,Zen in Ten
Thu Nov 21 05:31:00 2019,20 min Relaxing Meditation,Ross Rayburn,20.0,Relax & Sleep
Wed Nov 20 16:18:00 2019,30 min Sleep Meditation,Aditi Shah,30.0,Relax & Sleep
Tue Nov 19 08:49:00 2019,Zen in Ten,Anna Greenberg,10.0,Zen in Ten
Tue Nov 19 06:25:00 2019,5 min Sleep Meditation,Anna Greenberg,5.0,Relax & Sleep
Mon Nov 18 11:45:00 2019,20 min Sleep Meditation,Kristin McGee,20.0,Relax & Sleep
Mon Nov 18 11:37:00 2019,5 min Relaxing Meditation,Kristin McGee,5.0,Relax & Sleep
Mon Nov 18 11:23:00 2019,10 min Kindness Meditation,Kristin McGee,10.0,Emotions
Mon Nov 18 08:50:00 2019,Zen in Ten,Aditi Shah,10.0,Zen in Ten
Mon Nov 18 08:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Mon Nov 18 07:55:00 2019,5 min Fitness Goals Meditation,Aditi Shah,5.0,Fitness Focus
Fri Nov 15 08:48:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Nov 15 06:12:00 2019,5 min Peak Performance Meditation,Kristin McGee,5.0,Fitness Focus
Thu Nov 14 15:31:00 2019,20 min Gratitude Meditation,Anna Greenberg,20.0,Emotions
Thu Nov 14 08:49:00 2019,Zen in Ten,Ross Rayburn,10.0,Zen in Ten
Thu Nov 14 08:31:00 2019,5 min Level Up Meditation,Ross Rayburn,5.0,Fitness Focus
Thu Nov 14 08:05:00 2019,20 min Sleep Meditation,Ross Rayburn,20.0,Relax & Sleep
Thu Nov 14 05:31:00 2019,20 min Body Scan Meditation,Kristin McGee,20.0,Mindfulness
Wed Nov 13 16:19:00 2019,30 min Sleep Meditation,Anna Greenberg,30.0,Relax & Sleep
Wed Nov 13 15:31:00 2019,20 min Calming Meditation,Aditi Shah,20.0,Relax & Sleep
Wed Nov 13 13:41:00 2019,10 min Kindness Meditation,Aditi Shah,10.0,Emotions
Wed Nov 13 13:24:00 2019,10 min Sleep Meditation,Aditi Shah,10.0,Relax & Sleep
Wed Nov 13 08:49:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Tue Nov 12 08:49:00 2019,Zen in Ten,Aditi Shah,10.0,Zen in Ten
Tue Nov 12 08:00:00 2019,5 min Sleep Meditation,Aditi Shah,5.0,Relax & Sleep
Mon Nov 11 13:33:00 2019,10 min Office Meditation ,Ross Rayburn,10.0,Meditation Anywhere
Mon Nov 11 13:23:00 2019,5 min Breathing Meditation,Ross Rayburn,5.0,Mindfulness
Mon Nov 11 10:07:00 2019,15 min Sleep Meditation,Anna Greenberg,15.0,Relax & Sleep
Mon Nov 11 10:01:00 2019,5 min Rest Day Meditation ,Anna Greenberg,5.0,Fitness Focus
Mon Nov 11 08:49:00 2019,Zen in Ten,Anna Greenberg,10.0,Zen in Ten
Fri Nov  8 09:12:00 2019,5 min Commute Meditation,Aditi Shah,5.0,Meditation Anywhere
Fri Nov  8 08:50:00 2019,Zen in Ten,Aditi Shah,10.0,Zen in Ten
Thu Nov  7 09:52:00 2019,10 min Sleep Meditation,Anna Greenberg,10.0,Relax & Sleep
Thu Nov  7 08:48:00 2019,Zen in Ten,Ross Rayburn,10.0,Zen in Ten
Thu Nov  7 08:06:00 2019,15 min Sleep Meditation,Ross Rayburn,15.0,Relax & Sleep
Thu Nov  7 07:51:00 2019,10 min Relaxing Meditation,Ross Rayburn,10.0,Relax & Sleep
Thu Nov  7 06:20:00 2019,5 min Sleep Meditation,Kristin McGee,5.0,Relax & Sleep
Thu Nov  7 06:13:00 2019,5 min Calming Meditation,Kristin McGee,5.0,Relax & Sleep
Wed Nov  6 15:31:00 2019,20 min Calming Meditation,Ross Rayburn,20.0,Relax & Sleep
Wed Nov  6 08:49:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Tue Nov  5 09:12:00 2019,10 min Courage Meditation,Aditi Shah,10.0,Emotions
Tue Nov  5 08:51:00 2019,Zen in Ten,Aditi Shah,10.0,Zen in Ten
Tue Nov  5 05:31:00 2019,20 min Energizing Meditation,Anna Greenberg,20.0,Emotions
Mon Nov  4 13:33:00 2019,10 min Sleep Meditation,Ross Rayburn,10.0,Relax & Sleep
Mon Nov  4 09:24:00 2019,10 min Calming Meditation,Anna Greenberg,10.0,Relax & Sleep
Mon Nov  4 09:11:00 2019,5 min Relaxing Meditation,Anna Greenberg,5.0,Relax & Sleep
Mon Nov  4 08:48:00 2019,10 min Meditation for Healing,Anna Greenberg,10.0,Emotions
Fri Nov  1 08:47:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Nov  1 07:04:00 2019,10 min Sleep Meditation,Kristin McGee,10.0,Relax & Sleep
Thu Oct 31 13:48:00 2019,5 min Sleep Meditation,Anna Greenberg,5.0,Relax & Sleep
Thu Oct 31 13:42:00 2019,5 min Fitness Goals Meditation,Anna Greenberg,5.0,Fitness Focus
Thu Oct 31 07:00:00 2019,10 min Kindness Meditation,Ross Rayburn,10.0,Emotions
Thu Oct 31 06:51:00 2019,5 min Basics: Breath,Ross Rayburn,5.0,Meditation Basics
Wed Oct 30 13:41:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Wed Oct 30 13:25:00 2019,5 min Empathy Meditation,Aditi Shah,5.0,Emotions
Tue Oct 29 07:08:00 2019,15 min Sleep Meditation,Aditi Shah,15.0,Relax & Sleep
Mon Oct 28 13:42:00 2019,5 min Mid-Night Meditation,Ross Rayburn,5.0,Relax & Sleep
Sun Oct 27 09:18:00 2019,10 min Calming Meditation,Kristin McGee,10.0,Relax & Sleep
Fri Oct 25 08:48:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Oct 25 06:53:00 2019,5 min Body Scan Meditation,Kristin McGee,5.0,Mindfulness
Thu Oct 24 12:42:00 2019,20 min Sleep Meditation,Anna Greenberg,20.0,Relax & Sleep
Thu Oct 24 12:26:00 2019,5 min Office Meditation,Anna Greenberg,5.0,Meditation Anywhere
Wed Oct 23 13:44:00 2019,10 min Basics: Emotional Balance,Aditi Shah,10.0,Meditation Basics
Wed Oct 23 07:31:00 2019,5 min Rest Day Meditation ,Kristin McGee,5.0,Fitness Focus
Wed Oct 23 05:46:00 2019,10 min Patience Meditation,Kristin McGee,10.0,Emotions
Tue Oct 22 06:33:00 2019,5 min Relaxing Meditation,Aditi Shah,5.0,Relax & Sleep
Tue Oct 22 06:21:00 2019,5 min Level Up Meditation,Aditi Shah,5.0,Fitness Focus
Mon Oct 21 13:22:00 2019,5 min Long Run Meditation,Ross Rayburn,5.0,Fitness Focus
Fri Oct 18 08:48:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Oct 18 05:31:00 2019,20 min Happiness Meditation,Ross Rayburn,20.0,Emotions
Wed Oct 16 14:00:00 2019,5 min Sleep Meditation,Aditi Shah,5.0,Relax & Sleep
Wed Oct 16 13:34:00 2019,10 min Body Scan Meditation,Aditi Shah,10.0,Mindfulness
Wed Oct 16 06:24:00 2019,5 min Sleep Meditation,Kristin McGee,5.0,Relax & Sleep
Wed Oct 16 06:15:00 2019,5 min Meditation for Healing,Kristin McGee,5.0,Emotions
Wed Oct 16 05:46:00 2019,10 min Courage Meditation,Kristin McGee,10.0,Emotions
Tue Oct 15 06:43:00 2019,5 min Kindness Meditation,Anna Greenberg,5.0,Emotions
Tue Oct 15 06:25:00 2019,15 min Sleep Meditation,Anna Greenberg,15.0,Relax & Sleep
Mon Oct 14 09:11:00 2019,5 min Breathing Meditation,Anna Greenberg,5.0,Mindfulness
Fri Oct 11 08:48:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Oct 11 06:30:00 2019,5 min Calming Meditation,Ross Rayburn,5.0,Relax & Sleep
Fri Oct 11 06:14:00 2019,10 min Meditate While You Wait,Ross Rayburn,9.983333333333333,Meditation Anywhere
Thu Oct 10 14:12:00 2019,10 min Relaxing Meditation,Anna Greenberg,10.0,Relax & Sleep
Thu Oct 10 13:55:00 2019,10 min Peak Performance Meditation,Anna Greenberg,10.0,Fitness Focus
Wed Oct  9 13:53:00 2019,5 min Patience Meditation,Aditi Shah,5.0,Emotions
Wed Oct  9 13:45:00 2019,5 min Fitness Goals Meditation,Aditi Shah,5.0,Fitness Focus
Wed Oct  9 07:04:00 2019,20 min Sleep Meditation,Kristin McGee,20.0,Relax & Sleep
Tue Oct  8 06:50:00 2019,30 min Sleep Meditation,Aditi Shah,30.0,Relax & Sleep
Mon Oct  7 13:20:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Mon Oct  7 05:31:00 2019,20 min Energizing Meditation,Aditi Shah,20.0,Emotions
Fri Oct  4 08:49:00 2019,Zen in Ten,Kristin McGee,10.0,Zen in Ten
Fri Oct  4 07:40:00 2019,10 min Relaxing Meditation,Kristin McGee,10.0,Relax & Sleep
Fri Oct  4 07:27:00 2019,5 min Level Up Meditation,Kristin McGee,5.0,Fitness Focus
Thu Oct  3 13:40:00 2019,10 min Gratitude Meditation,Anna Greenberg,10.0,Emotions
Thu Oct  3 07:10:00 2019,5 min Basics: Sleep,Ross Rayburn,5.0,Meditation Basics
Thu Oct  3 06:59:00 2019,5 min Basics: Witness Meditation,Ross Rayburn,5.0,Meditation Basics
Wed Oct  2 13:52:00 2019,20 min Calming Meditation,Aditi Shah,20.0,Relax & Sleep
Wed Oct  2 13:38:00 2019,10 min Kindness Meditation,Aditi Shah,10.0,Emotions
Wed Oct  2 06:26:00 2019,5 min Patience Meditation,Kristin McGee,5.0,Emotions
Wed Oct  2 05:46:00 2019,10 min Happiness Meditation,Kristin McGee,10.0,Emotions
Mon Sep 30 14:07:00 2019,10 min Courage Meditation,Ross Rayburn,10.0,Emotions
Mon Sep 30 13:41:00 2019,20 min Sleep Meditation,Ross Rayburn,20.0,Relax & Sleep
Mon Sep 30 13:32:00 2019,5 min Peak Performance Meditation,Aditi Shah,5.0,Fitness Focus
Mon Sep 30 06:55:00 2019,5 min Level Up Meditation,Anna Greenberg,5.0,Fitness Focus
Mon Sep 30 07:18:00 2019,5 min Body Scan Meditation,Anna Greenberg,5.0,Mindfulness
Mon Sep 30 07:03:00 2019,10 min Sleep Meditation,Anna Greenberg,10.0,Relax & Sleep
Mon Sep 30 06:55:00 2019,5 min Peace Meditation,Anna Greenberg,5.0,Emotions
Mon Sep 30 06:45:00 2019,5 min Fitness Goals Meditation,Kristin McGee,5.0,Fitness Focus
Sun Sep 29 09:11:00 2019,5 min Basics: Visualizations,Aditi Shah,5.0,Meditation Basics
Thu Sep 26 13:28:00 2019,10 min Acceptance Meditation,Anna Greenberg,10.0,Emotions
Thu Sep 26 07:07:00 2019,5 min Gratitude Meditation,Ross Rayburn,5.0,Emotions
Thu Sep 26 06:54:00 2019,5 min Level Up Meditation,Ross Rayburn,5.0,Fitness Focus
Wed Sep 25 13:40:00 2019,10 min Empathy Meditation,Aditi Shah,10.0,Emotions
Wed Sep 25 06:38:00 2019,10 min Empathy Meditation,Kristin McGee,10.0,Emotions
Wed Sep 25 06:23:00 2019,10 min Meditation for Healing,Kristin McGee,10.0,Emotions
Tue Sep 24 07:13:00 2019,5 min Sleep Meditation,Aditi Shah,5.0,Relax & Sleep
Tue Sep 24 07:00:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Tue Sep 24 06:51:00 2019,5 min Courage Meditation,Aditi Shah,5.0,Emotions
Mon Sep 23 12:49:00 2019,10 min Sleep Meditation,Ross Rayburn,10.0,Relax & Sleep
Mon Sep 23 07:03:00 2019,5 min Energizing Meditation,Anna Greenberg,5.0,Emotions
Fri Sep 20 07:13:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Fri Sep 20 06:53:00 2019,5 min Sleep Meditation,Kristin McGee,5.0,Relax & Sleep
Thu Sep 19 07:16:00 2019,5 min Long Run Meditation,Ross Rayburn,5.0,Fitness Focus
Thu Sep 19 07:05:00 2019,5 min Basics: Body Scan ,Ross Rayburn,5.0,Meditation Basics
Wed Sep 18 15:31:00 2019,20 min Acceptance Meditation,Aditi Shah,20.0,Emotions
Wed Sep 18 07:30:00 2019,5 min Courage Meditation,Kristin McGee,5.0,Emotions
Tue Sep 17 07:08:00 2019,5 min Body Scan Meditation,Aditi Shah,5.0,Mindfulness
Tue Sep 17 06:55:00 2019,10 min Peace Meditation,Aditi Shah,10.0,Emotions
Mon Sep 16 13:34:00 2019,20 min Sleep Meditation,Ross Rayburn,20.0,Relax & Sleep
Mon Sep 16 07:15:00 2019,10 min Kindness Meditation,Anna Greenberg,10.0,Emotions
Mon Sep 16 07:06:00 2019,5 min Breathing Meditation,Anna Greenberg,5.0,Mindfulness
Sun Sep 15 08:57:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Sun Sep 15 08:44:00 2019,10 min Happiness Meditation,Aditi Shah,10.0,Emotions
Sat Sep 14 05:30:00 2019,10 min Patience Meditation,Anna Greenberg,10.0,Emotions
Fri Sep 13 07:05:00 2019,5 min Post-Run Meditation,Ross Rayburn,5.0,Fitness Focus
Fri Sep 13 07:05:00 2019,5 min Pre-Run Meditation,Ross Rayburn,5.0,Fitness Focus
Thu Sep 12 05:30:00 2019,5 min Sleep Meditation,Anna Greenberg,5.0,Relax & Sleep
Wed Sep 11 15:31:00 2019,20 min Sleep Meditation,Aditi Shah,20.0,Relax & Sleep
Tue Sep 10 13:41:00 2019,10 min Office Meditation ,Kristin McGee,10.0,Meditation Anywhere
Tue Sep 10 07:19:00 2019,10 min Meditation for Healing,Aditi Shah,10.0,Emotions
Tue Sep 10 06:50:00 2019,5 min Rest Day Meditation,Aditi Shah,5.0,Fitness Focus
Sat Sep  7 05:30:00 2019,5 min Basics: Breath,Anna Greenberg,5.0,Meditation Basics
Fri Sep  6 07:56:00 2019,5 min Relaxing Meditation,Kristin McGee,5.0,Relax & Sleep
Thu Sep  5 13:41:00 2019,5 min Empathy Meditation,Ross Rayburn,5.0,Emotions
Thu Sep  5 13:18:00 2019,5 min Happiness Meditation,Ross Rayburn,5.0,Emotions
Wed Sep  4 06:15:00 2019,5 min Energizing Meditation,Kristin McGee,5.0,Emotions
Wed Sep  4 06:03:00 2019,5 min Breathing Meditation,Kristin McGee,5.0,Mindfulness
Tue Sep  3 07:18:00 2019,10 min Sleep Meditation,Aditi Shah,9.0,Relax & Sleep
Tue Sep  3 06:57:00 2019,5 min Kindness Meditation,Aditi Shah,5.0,Emotions
Tue Sep  3 05:46:00 2019,10 min Calming Meditation,Anna Greenberg,10.0,Relax & Sleep
Fri Aug 30 06:01:00 2019,10 min Meditation for Healing,Ross Rayburn,10.0,Emotions
Thu Aug 29 13:18:00 2019,5 min Mid-Night Meditation,Aditi Shah,5.0,Relax & Sleep
Thu Aug 29 13:04:00 2019,5 min Calming Meditation,Aditi Shah,5.0,Relax & Sleep
Thu Aug 29 12:52:00 2019,5 min Basics: My First Meditation,Aditi Shah,5.0,Meditation Basics
Tue Aug 27 13:14:00 2019,15 min Patience Meditation,Ross Rayburn,15.0,Emotions
Tue Aug 27 06:58:00 2019,10 min Calming Meditation,Anna Greenberg,10.0,Relax & Sleep
Mon Aug 26 13:09:00 2019,5 min Sleep Meditation,Kristin McGee,5.0,Relax & Sleep
Mon Aug 26 07:10:00 2019,5 min Relaxing Meditation,Anna Greenberg,5.0,Relax & Sleep
Mon Aug 26 06:55:00 2019,10 min Sleep Meditation,Anna Greenberg,10.0,Relax & Sleep
Fri Aug 23 06:55:00 2019,5 min Kindness Meditation,Ross Rayburn,5.0,Emotions
Fri Aug 23 06:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Thu Aug 22 15:01:00 2019,20 min Relaxing Meditation,Anna Greenberg,20.0,Relax & Sleep
Thu Aug 22 13:12:00 2019,15 min Empathy Meditation,Aditi Shah,15.0,Emotions
Thu Aug 22 13:05:00 2019,5 min Sleep Meditation,Aditi Shah,5.0,Relax & Sleep
Thu Aug 22 12:54:00 2019,5 min Level Up Meditation,Aditi Shah,5.0,Fitness Focus
Thu Aug 22 06:01:00 2019,10 min Gratitude Meditation,Ross Rayburn,10.0,Emotions
Tue Aug 20 13:00:00 2019,5 min Level Up Meditation,Ross Rayburn,5.0,Fitness Focus
Tue Aug 20 12:53:00 2019,5 min Fitness Goals Meditation,Ross Rayburn,5.0,Fitness Focus
Tue Aug 20 06:01:00 2019,10 min Happiness Meditation,Kristin McGee,10.0,Emotions
Mon Aug 19 07:52:00 2019,5 min Rest Day Meditation ,Aditi Shah,5.0,Fitness Focus
Mon Aug 19 06:01:00 2019,10 min Meditation for Healing,Anna Greenberg,10.0,Emotions
Fri Aug 16 07:16:00 2019,5 min Basics: Mantra,Ross Rayburn,5.0,Meditation Basics
Thu Aug 15 12:19:00 2019,5 min Breathing Meditation,Aditi Shah,5.0,Mindfulness
Thu Aug 15 12:03:00 2019,10 min Sleep Meditation,Aditi Shah,10.0,Relax & Sleep
Thu Aug 15 06:02:00 2019,10 min Peace Meditation,Ross Rayburn,10.0,Emotions
Wed Aug 14 13:06:00 2019,5 min Acceptance Meditation,Aditi Shah,5.0,Emotions
Wed Aug 14 12:51:00 2019,5 min Meditation for Healing,Aditi Shah,5.0,Emotions
Wed Aug 14 06:01:00 2019,10 min Calming Meditation,Kristin McGee,10.0,Relax & Sleep
Tue Aug 13 12:52:00 2019,5 min Relaxing Meditation,Aditi Shah,5.0,Relax & Sleep
Tue Aug 13 12:36:00 2019,10 min Office Meditation ,Aditi Shah,10.0,Meditation Anywhere
Tue Aug 13 11:39:00 2019,5 min Post-Ride Meditation,Ross Rayburn,5.0,Fitness Focus
Tue Aug 13 11:13:00 2019,5 min Pre-Ride Meditation,Ross Rayburn,5.0,Fitness Focus
Mon Aug 12 09:20:00 2019,5 min Basics: Breath,Aditi Shah,5.0,Meditation Basics
Mon Aug 12 08:49:00 2019,5 min Energizing Meditation,Aditi Shah,5.0,Emotions
Mon Aug 12 08:50:00 2019,15 min Calming Meditation,Aditi Shah,15.0,Relax & Sleep
Sun Aug 11 09:32:00 2019,5 min Calming Meditation,Kristin McGee,5.0,Relax & Sleep
Sun Aug 11 09:19:00 2019,5 min Patience Meditation,Kristin McGee,5.0,Emotions
Thu Aug  8 13:27:00 2019,5 min Peace Meditation,Aditi Shah,5.0,Emotions
Thu Aug  8 13:12:00 2019,10 min Courage Meditation,Aditi Shah,10.0,Emotions
Thu Aug  8 08:10:00 2019,10 min Commute Meditation,Kristin McGee,10.0,Meditation Anywhere
Thu Aug  8 08:03:00 2019,5 min Breathing Meditation,Kristin McGee,5.0,Mindfulness
Wed Aug  7 13:11:00 2019,5 min Courage Meditation,Anna Greenberg,5.0,Emotions
Wed Aug  7 06:01:00 2019,10 min Kindness Meditation,Kristin McGee,10.0,Emotions
Tue Aug  6 13:07:00 2019,10 min Sleep Meditation,Ross Rayburn,10.0,Relax & Sleep
Tue Aug  6 12:55:00 2019,5 min Acceptance Meditation,Ross Rayburn,5.0,Emotions
Tue Aug  6 12:03:00 2019,5 min Basics: Sleep,Anna Greenberg,5.0,Meditation Basics
Mon Aug  5 13:02:00 2019,20 min Sleep Meditation,Kristin McGee,20.0,Relax & Sleep
Mon Aug  5 12:54:00 2019,5 min Gratitude Meditation,Kristin McGee,5.0,Emotions
Mon Aug  5 10:06:00 2019,5 min Peak Performance Meditation,Aditi Shah,5.0,Fitness Focus
Mon Aug  5 09:53:00 2019,5 min Fitness Goals Meditation,Aditi Shah,5.0,Fitness Focus
Fri Aug  2 06:57:00 2019,5 min Breathing Meditation,Ross Rayburn,5.0,Mindfulness
Thu Aug  1 13:24:00 2019,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Thu Aug  1 13:00:00 2019,5 min Patience Meditation,Aditi Shah,5.0,Emotions
Thu Aug  1 09:34:00 2019,5 min Empathy Meditation,Kristin McGee,5.0,Emotions
Thu Aug  1 09:25:00 2019,5 min Body Scan Meditation,Kristin McGee,5.0,Mindfulness
Thu Aug  1 07:20:00 2019,5 min Rest Day Meditation ,Ross Rayburn,5.0,Fitness Focus
Thu Aug  1 06:59:00 2019,5 min Race Day Meditation,Ross Rayburn,5.0,Fitness Focus
